cluster_name,theory_id,theory_name,paper_title,doi
"Immunological Theory",T019249,"Immunosenescence theory","[Aging of the immune system].",10.1007/s00391-022-02107-6
"Immunological Theory",T019414,"Chronic Low Grade Inflammation (Inflammaging) Theory","Ageing-Associated Oxidative Stress and Inflammation Are Alleviated by Products from Grapes.",10.1155/2016/6236309
"Immunological Theory",T019565,"Immunosenescence as a Causal Driver of Systemic Aging","Immunosenescence and the Geriatric Giants: Molecular Insights into Aging and Healthspan.",10.3390/medsci13030100
"Immunological Theory",T019702,"Immunosenescence and Inflamm-aging Theory","Aging of the immune system as a prognostic factor for human longevity.",10.1152/physiol.00040.2007
"Immunological Theory",T020118,"Chronic Low-Grade Inflammation Theory of Aging","Inflammatory response in the elderly.",10.1097/00075197-200301000-00005
"Immunological Theory",T020263,"Chronic Low-Grade Inflammation Theory of Aging","Aging and proinflammatory cytokines.",10.1097/00062752-200105000-00001
"Immunological Theory",T020355,"Immunosenescence as a causal driver of systemic aging","Immunity and ageing in man: Annual Review 2006/2007.",10.1016/j.exger.2007.09.009
"Immunological Theory",T020435,"Immunosenescence as a causal driver of systemic aging","Immune System Dysfunction in the Elderly.",10.1590/0001-3765201720160487
"Immunological Theory",T020555,"Thymic Involution Theory of Immune Aging","Aging of the immune system.",10.1016/0306-9877(85)90048-9
"Immunological Theory",T020700,"Thymus-Inflammaging-Neurodegeneration Axis","Friend or foe: the dichotomous impact of T cells on neuro-de/re-generation during aging.",10.18632/oncotarget.12572
"Immunological Theory",T020728,"Immunosenescence and Inflammaging Theory of Aging","Targeting immunosenescence and inflammaging: advancing longevity research.",10.1038/s12276-025-01527-9
"Immunological Theory",T020944,"Immunosenescence theory","Immunosenescence: deficits in adaptive immunity in the elderly.",10.1111/j.1399-0039.2007.00891.x
"Immunological Theory",T020978,"Exercise-Induced Anti-Immunosenescence Hypothesis","Does Regular Exercise Counter T Cell Immunosenescence Reducing the Risk of Developing Cancer and Promoting Successful Treatment of Malignancies?",10.1155/2017/4234765
"Immunological Theory",T021014,"Immune Senescence and Chronic Inflammation as Drivers of Accelerated Aging in HIV Infection","Accelerated aging and human immunodeficiency virus infection: emerging challenges of growing older in the era of successful antiretroviral therapy.",10.1007/s13365-011-0073-y
"Immunological Theory",T021225,"Immunosenescence theory","Immunosenescence and HIV.",10.1016/j.coi.2012.05.004
"Immunological Theory",T021281,"Immunosenescence and Inflammaging Theory","Aging of the Immune System. Mechanisms and Therapeutic Targets.",10.1513/AnnalsATS.201602-095AW
"Immunological Theory",T021613,"Immunosenescence Theory","The twilight of the immune system: The impact of immunosenescence in aging.",10.1016/j.maturitas.2021.02.006
"Immunological Theory",T021818,"Immunosenescence as a remodeling process theory","The immune system in extreme longevity.",10.1016/j.exger.2007.06.008
"Immunological Theory",T021821,"Immunosenescence as a systemic aging process","Systems Biology and immune aging.",10.1016/j.imlet.2014.09.009
"Immunological Theory",T021838,"Rcor2-mediated inflammaging theory","Rcor2 underexpression in senescent mice: a target for inflammaging?",10.1186/1742-2094-11-126
"Immunological Theory",T021877,"Immunosenescence and Inflamm-aging Theory","Cellular Senescence; Immunosenescence and HIV.",10.1159/000448542
"Immunological Theory",T022042,"Thymus Involution as a Triggering Event in Systemic Aging","The thymus-pituitary axis and its changes during aging.",10.1159/000026373
"Immunological Theory",T022257,"Chronoinflammaging theory","Same molecule but different expression: aging and sepsis trigger NLRP3 inflammasome activation; a target of melatonin.",10.1111/jpi.12303
"Immunological Theory",T022353,"Thymic Clonal Imbalance Theory of Immunosenescence","Thymus function; ageing and autoimmunity.",10.1016/0165-2478(94)00060-3
"Immunological Theory",T022460,"Immunoinflammatory theory of aging and longevity","Immunogenetics; gender; and longevity.",10.1196/annals.1386.051
"Immunological Theory",T022493,"Immunosenescence theory","Infection determinants at extremes of age.",10.1093/jac/34.suppl_a.1
"Immunological Theory",T022519,"Immune Aging (Immunosenescence) Theory","Targets of immune regeneration in rheumatoid arthritis.",10.1016/j.mayocp.2014.01.020
"Immunological Theory",T022537,"Immunopathology theory of aging","Early life infection and host senescence.",10.1016/j.exger.2018.10.013
"Immunological Theory",T022633,"Immune System-Driven Aging Theory","An aged immune system drives senescence and ageing of solid organs.",10.1038/s41586-021-03547-7
"Immunological Theory",T022669,"Inflammation-driven cellular senescence and lamin-B1 reduction as a causal mechanism of thymic aging","Cell-type-specific role of lamin-B1 in thymus development and its inflammation-driven reduction in thymus aging.",10.1111/acel.12952
"Immunological Theory",T022694,"Immunosenescence as a Driver of Systemic Aging","T cell markers recount the course of immunosenescence in healthy individuals and chronic kidney disease.",10.1016/j.clim.2021.108685
"Immunological Theory",T022773,"Immunosenescence as a Master Regulator of Aging","Aging and the immune system.",10.1007/s11255-008-9412-1
"Immunological Theory",T022791,"Perdurated Puberty Thymus Involution Theory of Immunity Aging","Immunity aging. I. The chronic perduration of the thymus acute involution at puberty? Or the participation of the lymphoid organs and cells in fatal physiologic decline?",10.1016/s0753-3322(97)87726-8
"Immunological Theory",T022862,"Immune Responsiveness Genetic Control Theory of Aging and Tumor Incidence","Genetic control of immune responsiveness; aging and tumor incidence.",10.1016/s0047-6374(96)01854-4
"Immunological Theory",T022889,"Immunosenescence as a driver of aging-related health decline","Host sex and age influence endoparasite burdens in the gray mouse lemur.",10.1186/s12983-015-0118-9
"Immunological Theory",T022926,"Immune Regulation Theory of Aging","Suppressing an anti-inflammatory cytokine reveals a strong age-dependent survival cost in mice.",10.1371/journal.pone.0012940
"Immunological Theory",T022979,"Immunosenescence and Inflammaging Theory","Aging; inflammation; immunity and periodontal disease.",10.1111/prd.12135
"Immunological Theory",T023026,"Exercise-Enhanced Immune Competency Theory","Debunking the Myth of Exercise-Induced Immune Suppression: Redefining the Impact of Exercise on Immunological Health Across the Lifespan.",10.3389/fimmu.2018.00648
"Immunological Theory",T023189,"Immunosenescence driven by chronic antigenic stimulation from persistent viral infections; especially Cytomegalovirus (CMV)","Human T cell aging and the impact of persistent viral infections.",10.3389/fimmu.2013.00271
"Immunological Theory",T023528,"Thymic Aging and Immune Dysfunction Theory of Diabetes Mellitus","What's the role of thymus in diabetes mellitus?",10.1016/j.intimp.2023.109765
"Immunological Theory",T023805,"Immunosenescence theory of aging","Is immunesenescence a contributing factor for periodontal diseases?",10.4103/0972-124X.113064
"Immunological Theory",T023813,"Immunosenescence and Inflammaging as Drivers of Systemic Aging","Immunoinflammation and post-translational modifications in the aging process.",10.1186/s12967-025-06892-7
"Immunological Theory",T024004,"Immune Aging as a Major Risk Factor for Alzheimer's Disease","A proposed new strategy of immunotherapy for Alzheimer's disease.",10.1016/s0306-9877(97)90198-5
"Immunological Theory",T024281,"NLRP3 Inflammasome Activation Theory of Cardiocyte Aging","NLRP3 inflammasome activation contributes to the pathogenesis of cardiocytes aging.",10.18632/aging.203435
"Immunological Theory",T024312,"Immunosenescence Theory","Pathophysiology of ageing; longevity and age related diseases.",10.1186/1742-4933-4-4
"Immunological Theory",T024635,"Type 1 Interferon-Induced Foxo1 Down-Regulation Theory of T-Cell Aging and Exhaustion","Type 1 interferons and Foxo1 down-regulation play a key role in age-related T-cell exhaustion in mice.",10.1038/s41467-024-45984-8
"Immunological Theory",T024667,"Early Life Adversity-Induced Immune Senescence Theory","The COVID-19 Pandemic: Does Our Early Life Environment; Life Trajectory and Socioeconomic Status Determine Disease Susceptibility and Severity?",10.3390/ijms21145094
"Immunological Theory",T024728,"Immunosenescence as a causal driver of systemic aging","Vaccination in the elderly: an immunological perspective.",10.1016/j.it.2009.05.002
"Immunological Theory",T024764,"Immunosenescence and Inflammaging as Drivers of Frailty and Sarcopenia","Frailty and sarcopenia: The potential role of an aged immune system.",10.1016/j.arr.2017.01.006
"Immunological Theory",T024777,"Immunosenescence and Inflammaging Theory of Alzheimer's Disease","The Impact of Ageing on the CNS Immune Response in Alzheimer's Disease.",10.3389/fimmu.2021.738511
"Immunological Theory",T024795,"Immunosenescence as a causal driver of systemic aging","Senescence of the human immune system.",10.1016/j.jcpa.2009.09.005
"Immunological Theory",T024816,"Inflammation-driven impairment of B lymphopoiesis and altered pre-B cell receptor checkpoint theory","Inflammatory immune cells may impair the preBCR checkpoint; reduce new B cell production; and alter the antibody repertoire in old age.",10.1016/j.exger.2018.01.023
"Immunological Theory",T024820,"Immunosenescence as a causal driver of systemic aging and immune dysfunction in sepsis","Unraveling immunosenescence in sepsis: from cellular mechanisms to therapeutics.",10.1038/s41419-025-07714-w
"Immunological Theory",T024852,"Immunosenescence and Inflammaging as Adaptive Aging Processes","Immune system aging and the aging-related diseases in the COVID-19 era.",10.1016/j.imlet.2022.01.005
"Immunological Theory",T024891,"Immune activation and dysregulation theory of brain aging and neurodegeneration","Immune activation in brain aging and neurodegeneration: too much or too little?",10.1016/j.neuron.2009.08.039
"Immunological Theory",T025071,"Immune Senescence Theory of Aging","Accelerated immune senescence and HIV-1 infection.",10.1016/j.exger.2006.12.003
"Immunological Theory",T025086,"NLRP3 Inflammasome-Driven Inflammaging Theory of Muscular Aging","Lack of NLRP3 Inflammasome Activation Reduces Age-Dependent Sarcopenia and Mitochondrial Dysfunction; Favoring the Prophylactic Effect of Melatonin.",10.1093/gerona/glz079
"Immunological Theory",T025101,"Inflammation-Driven Hematopoietic Stem Cell Aging Theory","Inflammation; Aging and Hematopoiesis: A Complex Relationship.",10.3390/cells10061386
"Immunological Theory",T025198,"Immunosenescence as a causal driver of increased susceptibility and severity in aging","Immunesenescence: A Predisposing Risk Factor for the Development of COVID-19?",10.3389/fimmu.2020.573662
"Immunological Theory",T025251,"Immune Homeostasis-Mediated Aging Regulation via Otu/Bam Deubiquitinase Complex","LC Domain-Mediated Coalescence Is Essential for Otu Enzymatic Activity to Extend Drosophila Lifespan.",10.1016/j.molcel.2019.02.004
"Immunological Theory",T025272,"Immunosenescence as a causal driver of systemic aging","Immunosenescence and anti-immunosenescence therapies: the case of probiotics.",10.1089/rej.2008.0662
"Immunological Theory",T025472,"Immunosenescence as a Cellular Senescence Mechanism in T Cells","T cell immunosenescence in vitro and in vivo.",10.1016/s0531-5565(99)00002-9
"Immunological Theory",T025523,"Immunosenescence as a causal driver of systemic aging","Immune signatures associated with mortality differ in elderly populations from different birth cohorts and countries even within northern Europe.",10.1016/j.mad.2018.04.005
"Immunological Theory",T025597,"Immunosenescence as a causal driver of systemic aging","The aging of the immune system.",10.1111/j.1432-2277.2009.00927.x
"Immunological Theory",T025611,"Immunosenescence theory of aging","HIV infection and aging of the innate immune system.",10.1071/SH11028
"Immunological Theory",T025696,"Thymic Atrophy and Immunosenescence Theory","Immunity in the elderly: the role of the thymus.",10.1016/j.jcpa.2009.10.022
"Immunological Theory",T025767,"Immunosenescence theory of aging","Immune-mediated neuropathies: etiology and pathogenic relationship to aging processes.",10.1016/s0165-5728(03)00010-9
"Immunological Theory",T025853,"Immunosenescence model based on T cell dynamics and thymic involution","Age related changes in population of peripheral T cells: towards a model of immunosenescence.",10.1016/s0047-6374(03)00019-8
"Immunological Theory",T025878,"Immune senescence theory of brain aging","Immune senescence and brain aging: can rejuvenation of immunity reverse memory loss?",10.1016/j.tins.2009.03.003
"Immunological Theory",T025925,"Immunosenescence as a causal driver of systemic aging","Basic biology and clinical impact of immunosenescence.",10.1016/s0531-5565(01)00182-6
"Immunological Theory",T025948,"Senoinflammation theory of aging","Senoinflammation as the underlying mechanism of aging and its modulation by calorie restriction.",10.1016/j.arr.2024.102503
"Immunological Theory",T025972,"Immunosenescence theory of aging","Understanding Myalgic Encephalomyelitis/Chronic Fatigue Syndrome Physical Fatigue Through the Perspective of Immunosenescence.",10.1002/cph4.70056
"Immunological Theory",T026128,"Immunosenescence Theory","The Immune System and Cellular Senescence: A Complex Interplay in Aging and Disease.",10.1111/imm.70036
"Immunological Theory",T026205,"Immune Aging Theory","Immune Aging and Its Implication for Age-Related Disease Progression.",10.1152/physiol.00051.2024
"Immunological Theory",T026259,"Immunosenescence and Inflammaging Theory","Longitudinal evidence for immunosenescence and inflammaging in free-living great tits.",10.1016/j.exger.2021.111527
"Immunological Theory",T026862,"Thymic Time Clock Theory of Aging","Environmental and genetic factors that influence immunity and longevity in mice.",10.1007/978-1-4899-2218-2_14
"Immunological Theory",T027062,"Immunosenescence theory of aging","The immunosenescence clock: A new method for evaluating biological age and predicting mortality risk.",10.1016/j.arr.2024.102653
"Immunological Theory",T027171,"Immunosenescence and Inflammaging Theory of Aging","Immunosenescence and Inflammaging in COVID-19.",10.1089/vim.2023.0045
"Immunological Theory",T027197,"Immunosenescence as a driver of systemic aging","Understanding and improving vaccine efficacy in older adults.",10.1038/s43587-025-00939-6
"Immunological Theory",T027235,"Immunosenescence and Inflammaging Theory","Immunosenescence and inflammaging: Mechanisms and role in diseases.",10.1016/j.arr.2024.102540
"Immunological Theory",T027237,"Immunosenescence and Inflamm-aging Theory of Aging","[Research advances in immunosenescence and inflammation in lung diseases].",10.3760/cma.j.cn112147-20230902-00128
"Immunological Theory",T027245,"Immunosenescence theory of aging","Immunosenescence in autoimmune diseases.",10.1016/j.autrev.2025.103805
"Immunological Theory",T027255,"Immunosenescence theory","Age-associated alterations in immune function and inflammation.",10.1016/j.pnpbp.2022.110576
"Immunological Theory",T027433,"Immunosenescence as a causal driver of systemic aging and age-related hearing loss","Inoculation of lymphocytes from young mice prevents progression of age-related hearing loss in a senescence-associated mouse model.",10.1016/j.exger.2023.112184
"Immunological Theory",T027523,"Immunosenescence theory of aging","Immunosenescence as a convergence pathway in neurodegeneration.",10.1016/j.intimp.2023.110521
"Inflammaging Theory",T000076,"Inflammaging Theory in Vascular Aging","Theories and Molecular Basis of Vascular Aging: A Review of the Literature from VascAgeNet Group on Pathophysiological Mechanisms of Vascular Aging.",10.3390/ijms23158672
"Inflammaging Theory",T000104,"Inflammaging as a Fundamental Driver of Aging and Age-Related Disease","A Pragmatic Approach to Introducing Translational Geroscience Into the Clinic: A Paradigm Based on the Incremental Progression of Aging-Related Clinical Research.",10.1093/gerona/glae062
"Inflammaging Theory",T000668,"Inflammaging theory","Inflammation as common link to progressive neurological diseases.",10.1007/s00204-023-03628-8
"Inflammaging Theory",T001136,"Inflammaging theory","Role of the mtDNA Mutations and Mitophagy in Inflammaging.",10.3390/ijms23031323
"Inflammaging Theory",T001308,"Inflammaging propagation via sleep-dependent glymphatic clearance and microglial senescence","Brain aging and garbage cleaning : Modelling the role of sleep; glymphatic system; and microglia senescence in the propagation of inflammaging.",10.1007/s00281-020-00816-x
"Inflammaging Theory",T001501,"Inflammaging theory","Inflammaging and cancer: a challenge for the Mediterranean diet.",10.3390/nu7042589
"Inflammaging Theory",T001757,"Inflamm-aging as a driver of intestinal barrier dysfunction","Monocyte-driven inflamm-aging reduces intestinal barrier function in females.",10.1186/s12979-024-00469-6
"Inflammaging Theory",T001852,"Inflammaging Theory","Immunology of Aging: the Birth of Inflammaging.",10.1007/s12016-021-08899-6
"Inflammaging Theory",T001947,"Inflammaging theory","Understanding how we age: insights into inflammaging.",10.1186/2046-2395-2-8
"Inflammaging Theory",T002016,"Inflammaging and Immunometabolic Regulation Theory of Aging","Pterostilbene Targets Hallmarks of Aging in the Gene Expression Landscape in Blood of Healthy Rats.",10.1002/mnfr.202400662
"Inflammaging Theory",T002135,"Inflammaging theory","Inflammation and aging-related disease: A transdisciplinary inflammaging framework.",10.1007/s11357-024-01364-0
"Inflammaging Theory",T002318,"Inflamm-ageing driven decline in DNA damage repair theory","Gut microbiota shape 'inflamm-ageing' cytokines and account for age-dependent decline in DNA damage repair.",10.1136/gutjnl-2019-318491
"Inflammaging Theory",T002728,"Inflammaging theory","Innate immunity and inflammation in ageing: a key for understanding age-related diseases.",10.1186/1742-4933-2-8
"Inflammaging Theory",T002933,"Inflammaging theory","Effects of natural aging and gender on pro-inflammatory markers.",10.1590/1414-431X20198392
"Inflammaging Theory",T003008,"Inflammaging theory (chronic low-grade inflammation as a driver of aging)","Conserved aging-related signatures of senescence and inflammation in different tissues and species.",10.18632/aging.102345
"Inflammaging Theory",T003025,"Inflammaging theory","The aging population: demographics and the biology of aging.",10.1111/prd.12126
"Inflammaging Theory",T003095,"Inflammaging theory","Identification of crucial inflammaging related risk factors in multiple sclerosis.",10.3389/fnmol.2024.1398665
"Inflammaging Theory",T003344,"Inflammaging theory","Toll like receptor signaling in "inflammaging": microRNA as new players.",10.1186/1742-4933-10-11
"Inflammaging Theory",T003378,"Inflamm-aging theory of stem cell niche aging and cancer","Inflamm-aging of the stem cell niche: breast cancer as a paradigmatic example: breakdown of the multi-shell cytokine network fuels cancer in aged people.",10.1002/bies.201100104
"Inflammaging Theory",T003565,"Inflamm-aging theory","Neuroinflammation and the genetics of Alzheimer's disease: the search for a pro-inflammatory phenotype.",10.1007/BF03351475
"Inflammaging Theory",T003590,"Inflammaging as an auto[innate]immunity subclinical syndrome","Is inflammaging an auto[innate]immunity subclinical syndrome?",10.1186/1742-4933-3-12
"Inflammaging Theory",T003650,"Inflammation-driven aging and cancer theory","Inflammation; ageing and cancer.",10.1016/j.mad.2008.06.003
"Inflammaging Theory",T004015,"Inflammaging theory","Inflammaging Markers in the Extremely Cold Climate: A Case Study of Yakutian Population.",10.3390/ijms252413741
"Inflammaging Theory",T004035,"Inflamm-aging theory","Inflamm-aging: Why older men are the most susceptible to SARS-CoV-2 complicated outcomes.",10.1016/j.cytogfr.2020.04.005
"Inflammaging Theory",T004176,"Inflammaging theory","Systems medicine of inflammaging.",10.1093/bib/bbv062
"Inflammaging Theory",T004254,"Inflammageing theory","Inflammageing: chronic inflammation in ageing; cardiovascular disease; and frailty.",10.1038/s41569-018-0064-2
"Inflammaging Theory",T004436,"Inflamm-Ageing Theory","Adding fuel to the fire: the impact of stress on the ageing brain.",10.1016/j.tins.2014.11.001
"Inflammaging Theory",T004603,"Inflammaging-driven cellular senescence theory of aging-related cognitive decline","Anti-inflammatory treatment rescues memory deficits during aging in nfkb1<sup>-/-</sup> mice.",10.1111/acel.13188
"Inflammaging Theory",T004611,"Inflammaging theory","Inflammaging as a major characteristic of old people: can it be prevented or cured?",10.1111/j.1753-4887.2007.tb00358.x
"Inflammaging Theory",T004698,"Inflammaging theory","Intimate Partner Violence and Inflammaging: Conflict Tactics Predict Inflammation Among Middle-Aged and Older Adults.",10.1097/PSY.0000000000001179
"Inflammaging Theory",T005280,"Inflammaging as a Hallmark of Aging","Chronic inflammation and the hallmarks of aging.",10.1016/j.molmet.2023.101755
"Inflammaging Theory",T005558,"Inflamm-aging theory","The Inflamm-Aging Model Identifies Key Risk Factors in Atherosclerosis.",10.3389/fgene.2022.865827
"Inflammaging Theory",T005969,"Inflammaging theory","Myeloid-Derived Suppressor Cells at the Intersection of Inflammaging and Bone Fragility.",10.1080/08820139.2018.1552360
"Inflammaging Theory",T006577,"Inflammaging theory","Inflammaging as a common ground for the development and maintenance of sarcopenia; obesity; cardiomyopathy and dysbiosis.",10.1016/j.arr.2019.100980
"Inflammaging Theory",T006653,"Inflammaging as a Driver of Immunosenescence","Chronic Inflammation in Immune Aging: Role of Pattern Recognition Receptor Crosstalk with the Telomere Complex?",10.3389/fimmu.2017.01078
"Inflammaging Theory",T006796,"Inflammaging as a causal driver of altered pain behavior in aging","Rejuvenation alleviates prolonged postsurgical pain in aging mice by mitigating inflammaging.",10.1097/j.pain.0000000000003684
"Inflammaging Theory",T006997,"Inflammaging theory","Aging and Parkinson's Disease: Inflammaging; neuroinflammation and biological remodeling as key factors in pathogenesis.",10.1016/j.freeradbiomed.2017.10.379
"Inflammaging Theory",T007784,"Inflammageing theory","Inflammageing in the cardiovascular system: mechanisms; emerging targets; and novel therapeutic strategies.",10.1042/CS20191213
"Inflammaging Theory",T007816,"Inflamm-aging driven by biochemical changes in cytoplasmic and cell-free DNA","Changes in the biochemical taste of cytoplasmic and cell-free DNA are major fuels for inflamm-aging.",10.1016/j.smim.2018.08.003
"Inflammaging Theory",T008368,"Inflammation of Aging Hypothesis","Inflammatory markers and incident fracture risk in older men and women: the Health Aging and Body Composition Study.",10.1359/jbmr.070409
"Inflammaging Theory",T011988,"Inflammaging Theory","Inflammaging and human longevity in the omics era.",10.1016/j.mad.2016.12.008
"Inflammaging Theory",T012298,"Inflammaging theory","Macrophage Immunometabolism and Inflammaging: Roles of Mitochondrial Dysfunction; Cellular Senescence; CD38; and NAD.",10.20900/immunometab20200026
"Inflammaging Theory",T012794,"Inflammaging theory mediated by NLRP3 inflammasome activation","The NLRP3 Inflammasome as a Critical Actor in the Inflammaging Process.",10.3390/cells9061552
"Inflammaging Theory",T012830,"Inflammation Theory of Aging (Inflammaging)","Aging and inflammation: etiological culprits of cancer.",10.2174/1874609810902030174
"Inflammaging Theory",T013495,"Inflamm-aging theory","Inflamm-aging. An evolutionary perspective on immunosenescence.",10.1111/j.1749-6632.2000.tb06651.x
"Inflammaging Theory",T013910,"Oxidative Stress and Inflammation Theory of Cardiovascular Aging","Vascular dysfunction in aging: potential effects of resveratrol; an anti-inflammatory phytoestrogen.",10.2174/092986706776360987
"Inflammaging Theory",T014659,"Inflammaging Theory","Does Calorie Restriction Modulate Inflammaging via FoxO Transcription Factors?",10.3390/nu12071959
"Inflammaging Theory",T015149,"Inflamm-aging theory","Inflamm-Aging and Brain Insulin Resistance: New Insights and Role of Life-style Strategies on Cognitive and Social Determinants in Aging and Neurodegeneration.",10.3389/fnins.2020.618395
"Inflammaging Theory",T017491,"Inflammaging theory","Inflammation in aging part 2: implications for the health of older people and recommendations for nursing practice.",10.1177/1099800409352377
"Inflammaging Theory",T017501,"Inflammaging and Anti-inflammaging Theory","Inflammaging and anti-inflammaging: a systemic perspective on aging and longevity emerged from studies in humans.",10.1016/j.mad.2006.11.016
"Inflammaging Theory",T017670,"Inflammaging theory","Impact of mesenchymal stem cell senescence on inflammaging.",10.5483/BMBRep.2020.53.2.291
"Inflammaging Theory",T017708,"Inflammaging as a consequence of impaired resolution of inflammation","The effect of ageing on the resolution of inflammation.",10.1016/j.arr.2019.101000
"Inflammaging Theory",T017720,"Inflammaging Theory","The Link Between Inflammaging and Degenerative Joint Diseases.",10.3390/ijms20030614
"Inflammaging Theory",T017867,"Inflammaging theory","Immune senescence and biomarkers profile of Bambuí aged population-based cohort.",10.1016/j.exger.2017.12.006
"Inflammaging Theory",T018302,"Inflammaging theory","Inflammaging as a prodrome to Alzheimer's disease.",10.1186/1742-2094-5-51
"Inflammaging Theory",T018305,"Inflammaging and Anti-Inflammaging Theory","Exploring the complex relations between inflammation and aging (inflamm-aging): anti-inflamm-aging remodelling of inflamm- aging; from robustness to frailty.",10.1007/s00011-008-7243-2
"Inflammaging Theory",T018813,"Inflamm-aging theory in systemic sclerosis","Molecular Basis of Accelerated Aging with Immune Dysfunction-Mediated Inflammation (Inflamm-Aging) in Patients with Systemic Sclerosis.",10.3390/cells10123402
"Inflammaging Theory",T018999,"Inflammaging theory","Centenarians as a model for healthy aging.",10.1042/bst0310457
"Inflammaging Theory",T019158,"Inflamm-aging mediated skeletal stem/progenitor cell dysfunction theory","Age-related inflammation triggers skeletal stem/progenitor cell dysfunction.",10.1073/pnas.1810692116
"Inflammaging Theory",T019253,"Inflammaging as a causal mechanism of aging","Dietary natural products as epigenetic modifiers in aging-associated inflammation and disease.",10.1039/c9np00057g
"Inflammaging Theory",T019330,"Inflammaging theory","Inflammaging decreases adaptive and innate immune responses in mice and humans.",10.1007/s10522-015-9578-8
"Inflammaging Theory",T019359,"Inflammaging and Immunosenescence Theory of Aging","Gene variants as determinants of longevity: focus on the inflammatory factors.",10.1007/s00424-009-0726-3
"Inflammaging Theory",T019450,"Inflammaging theory","Regulation of inflammation as an anti-aging intervention.",10.1111/febs.15061
"Inflammaging Theory",T019626,"Inflamm-Ageing Theory","Age-related inflammation: the contribution of different organs; tissues and systems. How to face it for therapeutic approaches.",10.2174/138161210790883840
"Inflammaging Theory",T019969,"Inflamm-aging theory","Age and Age-Related Diseases: Role of Inflammation Triggers and Cytokines.",10.3389/fimmu.2018.00586
"Inflammaging Theory",T020051,"Inflamm-aging theory","Remodeling of the immunoinflammatory network system in elderly cancer patients: implications of inflamm-aging and tumor-specific hyperinflammation.",10.1007/s00595-008-3766-y
"Inflammaging Theory",T020696,"Inflammaging theory","Inflammation in aging part 1: physiology and immunological mechanisms.",10.1177/1099800409352237
"Inflammaging Theory",T020946,"Inflamm-aging mediated by pattern recognition receptors (PRRs) activation theory","Role of pattern recognition receptors of the neurovascular unit in inflamm-aging.",10.1152/ajpheart.00106.2017
"Inflammaging Theory",T021003,"Inflammaging theory","Human Inflammaging.",10.1159/000497375
"Inflammaging Theory",T021092,"Inflammaging theory in disc degeneration","Inflammaging determines health and disease in lumbar discs-evidence from differing proteomic signatures of healthy; aging; and degenerating discs.",10.1016/j.spinee.2019.04.023
"Inflammaging Theory",T021108,"Inflamm-aging theory","Age-Dependent Changes in the Activation and Regulation of Microglia.",10.1007/978-3-319-40764-7_10
"Inflammaging Theory",T021159,"Inflamm-aging as an antagonistic pleiotropy mechanism mediated by the cGAS-STING pathway","STING SNP R293Q Is Associated with a Decreased Risk of Aging-Related Diseases.",10.1159/000492972
"Inflammaging Theory",T021179,"Inflammaging Theory","The Challenge by Multiple Environmental and Biological Factors Induce Inflammation in Aging: Their Role in the Promotion of Chronic Disease.",10.3389/fimmu.2020.570083
"Inflammaging Theory",T021194,"Inflammageing theory","Health relevance of the modification of low grade inflammation in ageing (inflammageing) and the role of nutrition.",10.1016/j.arr.2017.09.001
"Inflammaging Theory",T021197,"Inflammaging theory","The role of the T cell in age-related inflammation.",10.1007/s11357-012-9381-2
"Inflammaging Theory",T021251,"Inflammation-Driven Aging and Geroprotection Theory","Geroprotective interventions converge on gene expression programs of reduced inflammation and restored fatty acid metabolism.",10.1007/s11357-023-00915-1
"Inflammaging Theory",T021287,"Inflammaging theory","Chronic inflammation (inflammaging) and its potential contribution to age-associated diseases.",10.1093/gerona/glu057
"Inflammaging Theory",T021338,"Inflammaging theory","Anti-inflammaging effects of human alpha-1 antitrypsin.",10.1111/acel.12694
"Inflammaging Theory",T021399,"Inflammaging theory","Inflammation and aging: signaling pathways and intervention therapies.",10.1038/s41392-023-01502-8
"Inflammaging Theory",T021441,"Inflamm-aging and Immunosenescence as an Immune Adaptation Theory","From inflamm-aging to immune-paralysis: a slippery slope during aging for immune-adaptation.",10.1007/s10522-015-9615-7
"Inflammaging Theory",T021664,"Inflammaging theory","Can blocking inflammation enhance immunity during aging?",10.1016/j.jaci.2020.03.016
"Inflammaging Theory",T021748,"Inflammaging theory","Proinflammatory cytokines; aging; and age-related diseases.",10.1016/j.jamda.2013.05.009
"Inflammaging Theory",T021758,"Inflammaging Theory","Inflammaging in Endemic Areas for Infectious Diseases.",10.3389/fimmu.2020.579972
"Inflammaging Theory",T021788,"Inflammaging theory","Major trauma and acceleration of the ageing process.",10.1016/j.arr.2018.10.001
"Inflammaging Theory",T022052,"Inflammaging theory","[Chronic inflammation and biomarkers. Is ageing an expression of chronic inflammation?].",10.1007/s00391-011-0198-x
"Inflammaging Theory",T022329,"Inflammaging theory","Aging-associated inflammation in healthy Japanese individuals and patients with Werner syndrome.",10.1016/j.exger.2012.08.010
"Inflammaging Theory",T022421,"Inflammaging theory","The companion dog as a model for inflammaging: a cross-sectional pilot study.",10.1007/s11357-024-01217-w
"Inflammaging Theory",T022765,"Oxidative Stress and Inflammation Theory of Vascular and Renal Aging","The aging kidney: role of endothelial oxidative stress and inflammation.",10.1556/APhysiol.94.2007.1-2.10
"Inflammaging Theory",T022840,"Inflammaging and Dampened Inflammation Theory in Bats","The World Goes Bats: Living Longer and Tolerating Viruses.",10.1016/j.cmet.2020.06.013
